2015-16 State, District, and School Level Summary Data																																																																																	
Percentages greater than 95 are displayed as >95 and percentages less than 5 are displayed as <5.																																																																																	
* or (Insufficient) or a blank cell indicates a school does not have tested grades/sufficient data for reporting.																																																																																	
College/Career Ready (CCR) - Level 4 & 5 /Grade Level Proficient (GLP) - Level 3 & Above																																																																																	
																																																																																	
Note: Filter applied to all column headers.  For sorting or filtering, click on the down arrow.																																																																																	
District Name	School Code	School Name	SBE District	Grade Span	Title I School	SPG Grade	SPG Score	Reading SPG Grade	Reading SPG Score	Math SPG Grade	Math SPG Score	EVAAS Growth Status	EVAAS Growth Index	Participation Denominator	Percent Participation	Graduation Project	Summer Program	ACT Denominator	ACT Percent	ACT WorkKeys Denominator	ACT WorkKeys Percent	Passing      Math III Denominator	Passing Math III Percent	4-Year Cohort Graduation Rate Denominator	4-Year Cohort Graduation Rate Percent	5-Year Cohort Graduation Rate Denominator	5-Year Cohort Graduation Rate Percent	Performance Composite Denominator	Performance Composite Percent College/Career Ready	Performance Composite Percent Grade Level Proficient	Math I Denominator	Math I Percent College/Career Ready	Math I Percent Grade Level Proficient	Biology Denominator	Biology Percent College/Career Ready	Biology Percent Grade Level Proficient	English II Denominator	English II Percent College/Career Ready	English II Percent Grade Level Proficient	Grade 3 Math Denominator	Grade 3 Math Percent College/Career Ready	Grade 3 Math Percent Grade Level Proficient	Grade 4 Math Denominator	Grade 4 Math Percent College/Career Ready	Grade 4 Math Percent Grade Level Proficient	Grade 5 Math Denominator	Grade 5 Math Percent College/Career Ready	Grade 5 Math Percent Grade Level Proficient	Grade 6 Math Denominator	Grade 6 Math Percent College/Career Ready	Grade 6 Math Percent Grade Level Proficient	Grade 7 Math Denominator	Grade 7 Math Percent College/Career Ready	Grade 7 Math Percent Grade Level Proficient	Grade 8 Math Denominator	Grade 8 Math Percent College/Career Ready	Grade 8 Math Percent Grade Level Proficient	Grade 3 Reading Denominator	Grade 3 Reading Percent College/Career Ready	Grade 3 Reading Percent Grade Level Proficient	Grade 4 Reading Denominator	Grade 4 Reading Percent College/Career Ready	Grade 4 Reading Percent Grade Level Proficient	Grade 5 Reading Denominator	Grade 5 Reading Percent College/Career Ready	Grade 5 Reading Percent Grade Level Proficient	Grade 6 Reading Denominator	Grade 6 Reading Percent College/Career Ready	Grade 6 Reading Percent Grade Level Proficient	Grade 7 Reading Denominator	Grade 7 Reading Percent College/Career Ready	Grade 7 Reading Percent Grade Level Proficient	Grade 8 Reading Denominator	Grade 8 Reading Percent College/Career Ready	Grade 8 Reading Percent Grade Level Proficient	Grade 5 Science Denominator	Grade 5 Science Percent College/Career Ready	Grade 5 Science Percent Grade Level Proficient	Grade 8 Science Denominator	Grade 8 Science Percent College/Career Ready	Grade 8 Science Percent Grade Level Proficient
Wake County Schools	920476	Lincoln Heights Elementary	North Central Region	PK-05	Y	C	55	D	54	D	54	Met	0.71	15	100.0													568	39.1	47.9										86	38.4	45.3	72	44.4	51.4	84	35.7	44.0										86	36.0	41.9	72	38.9	47.2	84	31.0	50.0										84	50.0	56.0			
Wake County Schools	920480	Lockhart Elementary	North Central Region	PK-05	Y	C	56	C	56	C	57	NotMet	-2.09	18	100.0													825	42.7	53.1										137	53.3	69.3	112	36.6	40.2	109	39.4	46.8										137	51.1	61.3	112	40.2	45.5	109	31.2	45.9										109	42.2	56.9			
Wake County Schools	920484	Lufkin Road Middle	North Central Region	06-08	Y	A	85	B	82	B	79	Exceeded	6.43	30	100.0													2632	76.7	82.5	212	>95	>95																354	74.6	78.5	343	68.2	75.2	342	74.9	77.8										354	77.1	84.7	343	70.0	78.7	342	71.1	79.5				342	88.6	93.3
Wake County Schools	920488	Lynn Road Elementary	North Central Region	PK-05	Y	C	58	C	56	C	60	Met	-0.86	15	100.0													527	45.7	53.9										68	51.5	61.8	77	48.1	55.8	79	43.0	46.8										68	45.6	52.9	77	42.9	54.5	79	38.0	45.6										79	51.9	60.8			
Wake County Schools	920492	Martin Middle	North Central Region	06-08	Y	B	73	B	72	C	65	Met	-0.27	30	100.0													2601	65.6	71.7	218	>95	>95																327	64.5	68.8	346	64.5	68.5	347	55.6	59.9										326	63.8	70.6	345	63.8	73.9	345	56.5	65.2				347	71.5	77.8
Wake County Schools	920494	Middle Creek Elementary	North Central Region	PK-05	Y	B	72	B	71	B	72	Met	-1.58	19	100.0													1007	66.0	72.5										141	63.1	72.3	135	67.4	71.1	151	68.2	72.2										141	63.8	71.6	135	64.4	74.1	152	59.2	66.4										152	75.7	79.6			
Wake County Schools	920495	Middle Creek High	North Central Region	09-12	Y	B	83					Exceeded	13.98	40	70.0	N		557	75.8	125	94.4	491	93.7	507	92.9	515	90.7	1719	63.4	71.1	574	58.5	69.3	589	66.2	71.8	556	65.5	72.1																																										
Wake County Schools	920496	Millbrook Elementary	North Central Region	PK-05	Y	D	47	D	53	D	45	NotMet	-6.17	16	100.0													881	33.9	44.4										125	32.8	48.0	137	30.7	38.0	119	35.3	41.2										125	37.6	45.6	137	39.4	53.3	119	29.4	42.0										119	31.9	42.0			
Wake County Schools	920500	Millbrook High	North Central Region	09-12	Y	B	77					Exceeded	4.09	43	81.4	N		544	72.2	131	81.7	552	90.4	606	88.9	678	91.9	1846	52.3	62.4	567	45.5	57.1	617	52.7	61.6	662	57.9	67.5																																										
Wake County Schools	920501	Mills Park Elementary	North Central Region	PK-05	Y	A	87	A	87	A	88	Met	-0.93	18	100.0													1236	84.4	89.9										173	85.5	93.6	190	87.9	90.0	170	83.5	87.1										173	83.8	90.2	190	87.4	92.1	170	75.3	84.7										170	86.5	91.2			
Wake County Schools	920502	Mills Park Middle	North Central Region	06-08	Y	A	88	A	85	A	85	Exceeded	4.93	31	100.0													4467	82.0	87.3	461	>95	>95																578	85.1	88.4	581	79.2	83.8	564	73.6	79.1										574	82.8	88.9	581	79.0	87.8	564	72.2	80.3				564	91.0	93.6
Wake County Schools	920504	Morrisville Elementary	North Central Region	0K-05	Y	A+NG	88	A	85	A	89	Met	-0.06	13	100.0													928	85.7	90.3										134	80.6	89.6	138	90.6	92.0	128	89.8	90.6										134	80.6	86.6	138	89.1	92.8	128	78.1	87.5										128	90.6	93.0			
Wake County Schools	920506	Moore Square Museum Magnet Middle	North Central Region	06-08	Y	C	57	C	55	D	50	NotMet	-4.6	22	100.0													1074	48.1	55.9	80	82.5	>95																136	41.2	52.2	151	41.1	47.0	140	35.7	40.7										136	50.7	58.1	151	47.0	53.0	140	39.3	49.3				140	62.9	68.6
Wake County Schools	920508	Mount Vernon	North Central Region	0K-08	Y	N/A		N/A		N/A		NotMet	-2.08	10	100.0													299	19.1	26.1	<10	*	*							<10	*	*	<10	*	*	15	<5	<5	15	13.3	13.3	31	6.5	6.5	44	13.6	18.2	<10	*	*	<10	*	*	15	<5	<5	15	20.0	40.0	31	16.1	29.0	44	18.2	25.0	15	<5	6.7	44	54.5	68.2
Wake County Schools	920512	North Garner Middle	North Central Region	06-08	Y	C	64	C	60	C	57	Exceeded	5.09	28	100.0													2059	47.9	57.6	73	94.5	>95																234	36.3	45.7	265	48.3	55.5	327	40.4	48.0										236	44.9	54.2	265	44.2	54.3	330	38.2	53.0				329	67.8	77.5
Wake County Schools	920514	North Forest Pines Elementary	North Central Region	PK-05	Y	B	72	C	68	B	74	Met	-1.43	18	100.0													969	64.5	72.1										127	62.2	74.0	143	62.2	68.5	143	69.2	73.4										127	62.2	71.7	143	61.5	68.5	143	56.6	67.1										143	76.9	81.8			
Wake County Schools	920516	North Ridge Elementary	North Central Region	PK-05	Y	B	71	C	68	B	72	Met	0.66	19	100.0													822	59.0	68.5										126	63.5	73.8	102	60.8	66.7	122	66.4	69.7										126	51.6	65.9	102	54.9	65.7	122	51.6	62.3										122	63.9	74.6			
Wake County Schools	920520	Northwoods Elementary	North Central Region	PK-05	Y	B	70	C	66	B	72	Met	0.55	19	100.0													641	58.0	67.1										101	60.4	74.3	92	63.0	68.5	85	57.6	63.5										101	64.4	72.3	92	57.6	64.1	85	38.8	55.3										85	62.4	69.4			
Wake County Schools	920522	Oak Grove Elementary	North Central Region	PK-05	Y	B	77	B	76	B	75	Met	-0.78	15	100.0													915	69.3	77.0										122	63.9	72.1	141	54.6	60.3	130	83.8	88.5										121	66.9	75.2	141	61.0	73.0	130	72.3	82.3										130	83.8	89.2			
Wake County Schools	920523	Olive Chapel Elementary	North Central Region	PK-05	Y	B	80	B	78	B	81	NotMet	-2.46	15	100.0													1030	75.3	82.5										168	82.7	91.7	152	67.8	73.7	130	78.5	83.8										168	79.2	84.5	152	70.4	77.6	130	66.2	77.7										130	81.5	87.7			
Wake County Schools	920524	Olds Elementary	North Central Region	PK-05	Y	B	76	B	81	B	73	NotMet	-2.91	10	100.0													363	72.2	78.5										65	73.8	83.1	46	65.2	67.4	47	72.3	74.5										65	76.9	83.1	46	67.4	71.7	47	78.7	87.2										47	68.1	78.7			
Wake County Schools	920525	Partnership Elementary	North Central Region	0K-05	Y	C	58	C	64	D	53	NotMet	-3.44	9	100.0													370	43.0	57.0										51	43.1	58.8	56	33.9	35.7	52	40.4	55.8										51	54.9	66.7	56	44.6	62.5	52	36.5	57.7										52	48.1	63.5			
Wake County Schools	920526	Panther Creek High	North Central Region	09-12	Y	A+NG	91					Exceeded	8.39	46	95.7	N		699	87.0	184	87.0	587	>95	594	>95	626	>95	2196	78.8	85.2	734	74.4	82.4	762	81.5	86.9	700	80.4	86.4																																										
Wake County Schools	920528	Phillips High	North Central Region	09-12	Y	N/A		N/A		N/A		Met	-1.4	14	50.0	N		46	10.9	<10	*	41	63.4	45	73.3	66	78.8	154	12.3	21.4	51	<5	9.8	46	10.9	17.4	57	22.8	35.1																																										
Wake County Schools	920530	Penny Road Elementary	North Central Region	0K-05	Y	B	79	B	74	B	81	Met	-0.23	17	100.0													717	72.7	78.5										108	73.1	81.5	111	73.0	77.5	93	81.7	82.8										108	69.4	73.1	111	64.9	75.7	93	68.8	76.3										93	79.6	83.9			
Wake County Schools	920531	Pleasant Union Elementary	North Central Region	PK-05	Y	B	72	B	70	B	75	NotMet	-3.3	10	100.0													671	65.6	74.1										77	76.6	88.3	107	65.4	69.2	101	65.3	70.3										77	75.3	84.4	107	59.8	70.1	101	48.5	63.4										101	73.3	79.2			
Wake County Schools	920532	Poe Elementary	North Central Region	PK-05	Y	D	54	D	53	D	53	Met	0.54	12	100.0													365	39.2	47.7										50	38.0	42.0	59	37.3	42.4	49	49.0	55.1										50	38.0	48.0	59	32.2	40.7	49	38.8	51.0										49	42.9	57.1			
Wake County Schools	920536	Powell Elementary	North Central Region	PK-05	Y	C	58	C	56	C	57	Met	0.26	13	100.0													514	43.2	52.1										85	30.6	45.9	67	40.3	41.8	70	51.4	61.4										85	45.9	55.3	67	43.3	56.7	70	38.6	44.3										70	54.3	60.0			
Wake County Schools	920540	Rand Road Elementary	North Central Region	PK-05	Y	C	69	B	72	C	67	Met	-0.63	14	100.0													635	57.0	67.2										91	47.3	61.5	93	60.2	63.4	89	57.3	65.2										91	60.4	71.4	93	61.3	72.0	89	57.3	65.2										89	55.1	71.9			
Wake County Schools	920542	Reedy Creek Elementary	North Central Region	0K-05	Y	C	69	C	64	B	71	Met	0.03	16	100.0													635	55.4	66.1										100	54.0	69.0	108	61.1	68.5	73	60.3	67.1										100	45.0	58.0	108	52.8	63.0	73	42.5	58.9										73	75.3	80.8			
Wake County Schools	920543	Richland Creek Elementary	North Central Region	PK-05	Y	C	65	C	62	C	65	Met	-0.33	9	100.0													333	54.1	61.3										56	67.9	76.8	51	51.0	52.9	40	52.5	52.5										56	55.4	67.9	51	39.2	45.1	40	45.0	60.0										39	66.7	71.8			
Wake County Schools	920544	Rolesville Elementary	North Central Region	PK-05	Y	C	66	C	64	C	68	NotMet	-3.41	18	100.0													888	57.0	67.0										144	59.0	71.5	126	58.7	63.5	116	62.9	70.7										144	56.9	66.7	126	51.6	64.3	116	45.7	56.0										116	63.8	75.9			
Wake County Schools	920545	Rolesville Middle	North Central Region	06-08	Y	C	66	C	67	C	57	Met	0.31	32	100.0													3192	53.7	62.8	183	83.1	94.5																399	54.9	62.2	440	46.1	54.8	444	37.8	42.6										399	59.6	67.4	440	50.9	63.6	442	46.2	56.8				445	68.5	79.1
Wake County Schools	920546	Rolesville High	North Central Region	09-12	Y	C	62					Met	-1.57	39	61.5	N		389	51.2	54	70.4	237	94.9	238	94.5			1658	40.1	50.2	654	32.7	46.3	529	42.9	50.9	475	47.2	54.9																																										
Wake County Schools	920548	Root Elementary	North Central Region	PK-05	Y	B	75	B	75	B	75	Met	-0.96	15	100.0													547	67.6	75.1										83	57.8	66.3	81	70.4	81.5	73	75.3	76.7										83	54.2	66.3	81	74.1	79.0	73	67.1	75.3										73	76.7	82.2			
Wake County Schools	920550	Salem Elementary	North Central Region	PK-05	Y	C	65	C	67	C	67	NotMet	-4.17	20	100.0													778	57.6	66.6										101	51.5	63.4	108	60.2	63.9	120	66.7	74.2										101	50.5	56.4	108	61.1	69.4	120	58.3	69.2										120	53.3	67.5			
Wake County Schools	920551	Salem Middle	North Central Region	06-08	Y	B	82	B	78	B	78	Exceeded	6.68	32	96.9													2871	72.3	79.1	254	>95	>95																314	73.9	78.7	403	70.0	73.4	394	65.5	72.3										314	72.0	79.6	406	68.2	76.4	394	62.4	74.6				392	79.6	87.0
Wake County Schools	920552	Sanderson High	North Central Region	09-12	Y	B	74					Exceeded	3.36	43	72.1	N		395	66.3	76	86.8	463	86.8	497	89.1	490	83.9	1514	49.9	58.7	467	40.0	52.7	525	53.3	60.8	522	55.2	62.1																																										
Wake County Schools	920554	Sanford Creek Elementary	North Central Region	PK-05	Y	C	69	C	66	B	72	Met	-1.98	18	100.0													911	58.8	68.5										114	69.3	73.7	136	55.1	64.7	137	59.9	70.8										114	63.2	72.8	136	47.1	58.8	137	55.5	65.0										137	64.2	75.2			
Wake County Schools	920557	Scotts Ridge Elementary	North Central Region	PK-05	Y	A	89	A	86	A	92	Exceeded	5.34	13	100.0													847	82.1	88.7										122	78.7	90.2	126	89.7	92.1	117	93.2	93.2										122	78.7	86.9	126	77.0	86.5	117	71.8	83.8										117	85.5	88.0			
Wake County Schools	920560	Smith Elementary	North Central Region	PK-05	Y	D	52	D	49	D	53	NotMet	-4.32	18	100.0													711	40.9	49.9										101	37.6	51.5	106	41.5	45.3	99	49.5	54.5										101	32.7	39.6	106	32.1	41.5	99	35.4	51.5										99	58.6	66.7			
Wake County Schools	920562	Southeast Raleigh High	North Central Region	09-12	Y	C	63					Exceeded	7.68	35	71.4	N		318	35.2	61	75.4	276	82.6	312	85.3	413	86.2	1230	32.0	44.1	467	29.8	45.2	398	36.9	46.2	365	29.6	40.3																																										
Wake County Schools	920564	Stough Elementary	North Central Region	PK-05	Y	C	64	C	64	C	64	Exceeded	2.5	12	100.0													497	48.5	58.8										68	51.5	70.6	86	45.3	50.0	63	55.6	57.1										68	54.4	69.1	86	41.9	53.5	63	41.3	54.0										63	52.4	60.3			
Wake County Schools	920568	Swift Creek Elementary	North Central Region	0K-05	Y	C	64	C	67	C	66	NotMet	-3.12	15	100.0													563	56.1	63.8										73	67.1	79.5	80	61.3	63.8	86	51.2	54.7										73	68.5	75.3	80	46.3	61.3	86	51.2	58.1										85	50.6	57.6			
Wake County Schools	920569	Sycamore Creek Elementary	North Central Region	PK-05	Y	A+NG	89	A	85	A	90	Exceeded	3.92	11	100.0													1349	84.0	88.8										180	87.2	92.8	184	85.3	87.0	207	88.4	89.4										180	81.1	89.4	184	78.3	84.2	207	77.3	85.5										207	89.9	93.2			
Wake County Schools	920570	Timber Drive Elementary	North Central Region	PK-05	Y	C	58	C	58	C	57	NotMet	-2.31	16	100.0													733	47.3	55.4										100	48.0	58.0	112	42.0	44.6	103	54.4	60.2										100	46.0	53.0	112	42.0	52.7	103	40.8	53.4										103	59.2	67.0			
Wake County Schools	920571	Turner Creek Elementary	North Central Region	PK-05	Y	B	79	B	76	B	81	Met	-0.79	19	100.0													868	73.8	79.7										129	76.7	84.5	131	76.3	79.4	116	74.1	78.4										128	73.4	78.9	131	70.2	80.2	116	67.2	72.4										117	78.6	83.8			
Wake County Schools	920572	Underwood Elementary	North Central Region	0K-05	Y	B	78	B	78	B	81	NotMet	-4.49	15	100.0													637	76.5	82.6										106	78.3	84.0	82	82.9	85.4	87	71.3	77.0										106	79.2	84.9	82	72.0	78.0	87	74.7	81.6										87	75.9	86.2			
Wake County Schools	920576	Vance Elementary	North Central Region	PK-05	Y	C	64	C	60	C	59	Met	-0.29	15	86.7													567	50.3	60.3										92	46.7	57.6	79	39.2	45.6	75	50.7	62.7										92	45.7	52.2	79	43.0	57.0	75	41.3	60.0										75	88.0	90.7			
Wake County Schools	920580	Vandora Springs Elementary	North Central Region	PK-05	Y	C	60	C	56	C	60	Met	1.23	17	100.0													630	43.8	54.8										101	32.7	47.5	85	65.9	70.6	86	39.5	45.3										101	35.6	47.5	85	41.2	55.3	86	37.2	50.0										86	58.1	69.8			
Wake County Schools	920581	Vernon Malone College and Career Academy	North Central Region	09-13	Y	B	73					Met	0.55	15	100.0	N		79	68.4	35	85.7	62	>95	51	>95	14	>95	201	40.3	53.7	116	41.4	56.9	38	31.6	36.8	47	44.7	59.6																																										
Wake County Schools	920582	Wake STEM Early College High School	North Central Region	09-13	Y	A	93					Met	1.67	7	100.0	N		51	90.2			55	>95	51	>95			159	89.9	93.7	54	88.9	94.4	53	92.5	92.5	52	88.5	94.2																																										
Wake County Schools	920583	Wake Early College of Health and Science	North Central Region	09-13	Y	A	94					Exceeded	4.95	10	90.0	N		69	82.6			54	>95	65	>95	59	>95	195	88.2	>95	64	92.2	>95	66	84.8	92.4	65	87.7	>95																																										
Wake County Schools	920584	Wake Forest Elementary	North Central Region	PK-05	Y	C	68	B	70	C	69	NotMet	-2.92	17	100.0													663	59.0	68.5										92	64.1	72.8	91	65.9	68.1	99	59.6	64.6										92	53.3	64.1	91	52.7	70.3	99	55.6	70.7										99	61.6	68.7			
Wake County Schools	920585	Wake Young Mens Leadership Academy	North Central Region	06-12	Y	B	76	B	79	C	69	Met	1.86	18	100.0	N		28	57.1	<10	*	17	>95					431	61.0	73.3	50	58.0	68.0	41	36.6	58.5	31	83.9	93.5										35	65.7	80.0	49	55.1	67.3	47	44.7	55.3										35	68.6	82.9	49	61.2	81.6	47	66.0	70.2				47	78.7	85.1
Wake County Schools	920586	Wake Young Womens Leadership Academy	North Central Region	06-12	Y	B	77	A	85	B	75	Met	-1.25	19	94.7	N		28	78.6			22	>95					538	66.7	77.1	72	48.6	65.3	70	48.6	60.0	35	82.9	>95										52	75.0	82.7	58	72.4	79.3	47	55.3	59.6										52	75.0	90.4	58	77.6	86.2	47	74.5	83.0				47	74.5	83.0
Wake County Schools	920588	Wake Forest High School	North Central Region	09-12	Y	B	79					Exceeded	7.6	39	100.0	N		422	70.6	89	85.4	431	90.5	456	94.1	548	91.8	1574	57.5	66.5	537	48.2	59.6	547	67.5	74.0	490	56.5	65.5																																										
Wake County Schools	920592	Wake Forest Middle School	North Central Region	06-08	Y	C	64	C	68	D	50	Met	-1.11	31	100.0													2792	51.3	61.5	164	75.6	87.2																372	48.1	55.4	362	39.0	47.5	385	34.0	42.3										371	53.4	64.4	365	51.0	66.0	387	44.4	58.7				386	77.7	84.5
Wake County Schools	920593	Wakefield Elementary	North Central Region	PK-05	Y	C	69	B	70	C	65	Exceeded	2.17	21	100.0													807	53.7	65.2										95	51.6	58.9	115	53.9	59.1	129	55.8	62.0										95	46.3	60.0	115	49.6	72.2	129	50.4	65.9										129	65.1	75.2			
Wake County Schools	920594	Wakefield Middle	North Central Region	06-08	Y	B	75	B	76	C	67	Exceeded	2.51	28	100.0													2694	63.3	72.1	214	86.4	>95																326	64.4	70.6	344	52.3	61.9	380	49.5	57.4										326	63.8	72.1	344	64.2	74.4	380	59.7	72.1				380	75.0	82.1
Wake County Schools	920595	Wakefield High	North Central Region	09-12	Y	B	78					Exceeded	5.68	47	72.3	N		536	70.7	145	80.0	581	91.0	622	89.9	606	91.6	1584	53.0	62.6	533	49.3	58.2	526	54.0	62.4	525	55.6	67.2																																										
Wake County Schools	920596	Washington Elementary	North Central Region	0K-05	Y	B	72	C	69	B	70	Met	1.94	19	100.0													645	60.8	68.4										91	48.4	57.1	101	53.5	64.4	87	73.6	75.9										91	48.4	50.5	101	59.4	67.3	87	64.4	79.3										87	80.5	86.2			
Wake County Schools	920597	Wakelon Elementary	North Central Region	PK-05	Y	C	60	C	60	C	59	NotMet	-2.78	15	100.0													605	47.6	58.0										81	63.0	76.5	94	43.6	51.1	85	45.9	49.4										81	58.0	69.1	94	45.7	55.3	85	29.4	43.5										85	49.4	63.5			
Wake County Schools	920598	Weatherstone Elementary	North Central Region	PK-05	Y	B	82	B	75	A	85	Exceeded	7.55	25	100.0													1237	71.1	78.5										185	67.0	78.4	182	74.2	78.6	168	83.3	86.3										185	56.8	69.2	181	66.9	74.6	168	69.0	76.8										168	82.7	86.9			
Wake County Schools	920599	Walnut Creek Elementary	North Central Region	PK-05	Y	D	49	D	49	D	52	NotMet	-2.41	16	100.0													859	34.6	44.1										124	36.3	46.0	127	48.8	55.9	119	26.9	35.3										124	33.9	41.9	127	43.3	55.9	119	21.0	31.9										119	30.3	40.3			
Wake County Schools	920600	Wendell Elementary	North Central Region	0K-05	Y	C	58	C	59	C	56	Met	-1.19	14	100.0													504	43.8	53.6										74	47.3	59.5	88	47.7	52.3	60	38.3	46.7										74	50.0	59.5	88	43.2	58.0	60	28.3	40.0										60	48.3	55.0			
Wake County Schools	920601	Wendell Middle	North Central Region	06-08	Y	D	51	D	54	F	39	NotMet	-2.08	26	100.0													2216	35.9	46.3	68	73.5	88.2																291	28.2	37.5	312	36.9	44.6	314	19.7	22.9										291	35.4	45.4	312	37.2	50.0	314	26.8	44.6				314	58.3	69.7
Wake County Schools	920604	West Cary Middle	North Central Region	06-08	Y	B	71	B	70	C	65	NotMet	-7.54	32	100.0													2437	67.3	75.0	188	88.8	>95																306	71.2	77.1	319	58.6	66.5	331	56.2	61.0										306	70.6	75.5	319	58.0	70.5	334	58.7	70.4				334	85.6	91.9
Wake County Schools	920606	West Lake Elementary	North Central Region	PK-05	Y	B	80	B	76	B	81	Exceeded	2.78	19	100.0													1133	68.4	77.7										189	72.5	81.0	157	71.3	78.3	147	71.4	76.9										189	66.1	76.2	157	62.4	77.7	147	61.2	73.5										147	73.5	79.6			
Wake County Schools	920607	West Lake Middle	North Central Region	06-08	Y	B	71	C	69	C	63	NotMet	-2.23	28	100.0													3273	63.7	71.1	233	89.3	94.8																444	60.6	69.8	440	56.4	62.7	424	48.6	56.6										444	64.4	70.7	440	60.5	69.5	424	58.0	66.7				424	83.7	88.9
Wake County Schools	920608	West Millbrook Middle	North Central Region	06-08	Y	C	66	C	62	C	60	Met	0.31	28	92.9													2241	54.2	62.2	144	91.0	>95																293	46.4	54.9	289	49.1	55.0	309	46.6	53.7										293	47.4	52.9	290	46.9	59.0	309	49.5	63.1				314	74.2	78.7
Wake County Schools	920616	Wilburn Elementary	North Central Region	PK-05	Y	C	61	C	55	C	62	Exceeded	4.54	18	100.0													731	42.0	53.1										123	46.3	59.3	94	33.0	41.5	99	57.6	60.6										123	42.3	52.0	94	29.8	43.6	99	37.4	46.5										99	45.5	65.7			
Wake County Schools	920618	Wildwood Forest Elementary	North Central Region	PK-05	Y	C	59	C	59	C	58	NotMet	-4	17	100.0													853	47.7	59.1										121	42.1	61.2	127	49.6	53.5	119	54.6	59.7										121	47.1	57.0	127	37.8	52.0	119	43.7	58.8										119	59.7	72.3			
Wake County Schools	920620	Wiley Elementary	North Central Region	0K-05	Y	C	66	C	67	C	64	Met	-0.5	16	100.0													569	58.3	63.4										95	60.0	64.2	77	54.5	59.7	75	56.0	60.0										95	60.0	63.2	77	55.8	61.0	75	57.3	66.7										75	64.0	69.3			
Wake County Schools	920624	Willow Springs Elementary	North Central Region	0K-05	Y	B	82	B	79	B	81	Exceeded	2.75	18	100.0													1192	73.5	80.4										175	76.6	84.6	178	72.5	75.8	162	80.2	84.6										175	68.6	77.7	178	71.3	80.3	162	63.0	71.6										162	82.7	88.3			
Wake County Schools	920626	Yates Mill Elementary	North Central Region	PK-05	Y	B	75	C	64	B	78	Exceeded	4.5	20	100.0													732	62.4	70.5										106	61.3	77.4	104	62.5	71.2	104	74.0	78.8										106	44.3	51.9	104	53.8	63.5	104	57.7	62.5										104	83.7	88.5			
Wake County Schools	920628	York Elementary	North Central Region	PK-05	Y	C	67	C	68	C	62	Met	1.89	15	100.0													488	52.5	63.1										77	42.9	59.7	80	42.5	50.0	58	62.1	62.1										77	45.5	61.0	80	58.8	71.3	58	51.7	62.1										58	70.7	79.3			
Wake County Schools	920632	Zebulon Elementary	North Central Region	PK-05	Y	C	65	C	67	C	63	Met	1.7	13	100.0													589	48.9	60.4										74	58.1	77.0	90	47.8	53.3	87	44.8	47.1										74	62.2	70.3	90	36.7	58.9	87	46.0	57.5										87	50.6	63.2			
Wake County Schools	920636	Zebulon Middle	North Central Region	06-08	Y	C	56	C	57	D	50	Met	1	24	100.0													1322	38.7	49.2	39	87.2	>95																185	33.5	40.5	180	37.2	43.9	184	33.2	39.7										185	37.8	49.2	181	41.4	55.2	184	34.2	47.3				184	43.5	57.6
Warren County Schools	930	Warren County Schools	North Central Region											44	97.7			135	36.3	38	52.6	147	>95	199	70.4	186	75.8	2865	25.3	34.3	200	14.0	22.0	202	11.9	20.8	181	33.1	42.0	186	34.4	45.2	168	34.5	39.9	159	32.1	38.4	142	14.1	20.4	182	12.6	20.9	150	11.3	13.3	186	33.3	41.9	168	34.5	45.8	159	25.8	36.5	142	21.8	31.7	181	25.4	38.7	151	18.5	31.8	159	38.4	48.4	149	36.2	47.0
Warren County Schools	930330	Mariam Boyd Elementary	North Central Region	PK-05	Y	D	48	D	46	D	43	Met	-0.33	9	100.0													347	32.9	39.8										60	33.3	36.7	49	26.5	36.7	43	34.9	34.9										60	25.0	31.7	49	32.7	38.8	43	30.2	41.9										43	51.2	62.8			
