2016-17 State, District, and School Level Summary Data																																																																																	
Percentages greater than 95 are displayed as >95 and percentages less than 5 are displayed as <5.																																																																																	
An * or (Insufficient) or a blank cell indicates a school does not have tested grades/sufficient data for reporting.																																																																																	
College/Career Ready (CCR) - Level 4 & 5 /Grade Level Proficient (GLP) - Level 3 & Above																																																																																	
																																																																																	
Note: Filter applied to all column headers.  For sorting or filtering, click on the down arrow.																																																																																	
District Name	School Code	School Name	State Board District	Grade Span	Title I School	School Performance Grade (SPG)	SPG Score	Reading SPG	Reading SPG Score	Math SPG	Math SPG Score	EVAAS Growth Status	EVAAS Growth Index	Number of Participation Targets	Percent Participation Targets Met	Graduation Project	Summer Program	ACT Denominator	ACT Percent	ACT WorkKeys Denominator	ACT WOrkKeys Percent	Passing NC Math 3 Denominator	Passing NC Math 3 Percent	4-Year Cohort Graduation Rate Denominator	4-Year Cohort Graduation Rate Percent	5-Year Cohort Graduation Rate Denominator	5-Year Cohort Graduation Rate Percent	Performance Composite Denominator	Performance Composite Percent College/Career Ready	Performance Composite Percent Grade Level Proficient	NC Math 1 Denominator	NC Math 1 Percent College/Career Ready	NC Math 1 Percent Grade Level Proficient	Biology Denominator	Biology Percent College/Career Ready	Biology Percent Grade Level Proficient	English II Denominator	English II Percent College/Career Ready	English II Percent Grade Level Proficient	Grade 3 Math Denominator	Grade 3 Math Percent College/Career Ready	Grade 3 Math Percent Grade Level Proficient	Grade 4 Math Denominator	Grade 4 Math Percent College/Career Ready	Grade 4 Math Percent Grade Level Proficient	Grade 5 Math Denominator	Grade 5 Math Percent College/Career Ready	Grade 5 Math Percent Grade Level Proficient	Grade 6 Math Denominator	Grade 6 Math Percent College/Career Ready	Grade 6 Math Percent Grade Level Proficient	Grade 7 Math Denominator	Grade 7 Math Percent College/Career Ready	Grade 7 Math Percent Grade Level Proficient	Grade 8 Math Denominator	Grade 8 Math Percent College/Career Ready	Grade 8 Math Percent Grade Level Proficient	Grade 3 Reading Denominator	Grade 3 Reading Percent College/Career Ready	Grade 3 Reading Percent Grade Level Proficient	Grade 4 Reading Denominator	Grade 4 Reading Percent College/Career Ready	Grade 4 Reading Percent Grade Level Proficient	Grade 5 Reading Denominator	Grade 5 Reading Percent College/Career Ready	Grade 5 Reading Percent Grade Level Proficient	Grade 6 Reading Denominator	Grade 6 Reading Percent College/Career Ready	Grade 6 Reading Percent Grade Level Proficient	Grade 7 Reading Denominator	Grade 7 Reading Percent College/Career Ready	Grade 7 Reading Percent Grade Level Proficient	Grade 8 Reading Denominator	Grade 8 Reading Percent College/Career Ready	Grade 8 Reading Percent Grade Level Proficient	Grade 5 Science Denominator	Grade 5 Science Percent College/Career Ready	Grade 5 Science Percent Grade Level Proficient	Grade 8 Science Denominator	Grade 8 Science Percent College/Career Ready	Grade 8 Science Percent Grade Level Proficient
Charlotte-Mecklenburg Schools	600398	Greenway Park Elementary	Southwest	PK-05	Y	C	55	D	48	C	60	Met	-0.76	16	100.0													644	39.8	49.5										94	60.6	69.1	95	41.1	52.6	89	41.6	44.9										94	40.4	52.1	95	20.0	33.7	88	27.3	37.5										89	47.2	56.2			
Charlotte-Mecklenburg Schools	600399	Alexander Graham Middle	Southwest	06-08		B	76	B	74	B	73	Exceeded	4.5	30	100.0													3442	67.1	72.7	164	>95	>95																482	66.0	69.7	452	64.8	69.2	470	61.3	64.0										482	66.0	74.5	452	67.7	73.7	470	57.2	67.4				470	75.5	80.4
Charlotte-Mecklenburg Schools	600404	Harper Middle College High	Southwest	11-12		A	98							2	50.0	Y		76	>95	<10	*	<10	*					<10	*	*				<10	*	*																																													
Charlotte-Mecklenburg Schools	600405	Harding University High	Southwest	09-12	Y	C	55					Met	-0.48	33	54.5	Y	Y	275	21.5	43	48.8	309	>95	387	77.0	339	78.8	1017	20.7	30.7	410	22.4	33.4	240	13.3	19.6	367	23.7	34.9																																										
Charlotte-Mecklenburg Schools	600406	Hawk Ridge Elementary	Southwest	0K-05		A+NG	87	B	84	A	87	Exceeded	4.32	20	100.0													1124	79.5	86.3										159	75.5	80.5	154	77.3	82.5	166	91.0	94.0										159	77.4	86.2	154	69.5	81.8	166	74.1	83.7										166	91.0	94.6			
Charlotte-Mecklenburg Schools	600408	Lawrence Orr Elementary	Southwest	PK-05	Y	C	67	D	53	B	74	Exceeded	3.67	16	100.0													774	49.5	61.4										129	67.4	72.9	105	62.9	71.4	102	56.9	65.7										129	31.0	47.3	105	29.5	43.8	102	29.4	49.0										102	69.6	80.4			
Charlotte-Mecklenburg Schools	600409	Parkside Elementary	Southwest	PK-05		C	64	C	58	C	67	Met	-1.18	9	100.0													457	48.1	61.5										79	53.2	67.1	61	42.6	54.1	59	59.3	67.8										79	45.6	65.8	61	37.7	50.8	59	37.3	47.5										59	61.0	74.6			
Charlotte-Mecklenburg Schools	600410	Hickory Grove Elementary	Southwest	PK-05	Y	C	61	D	52	C	64	Exceeded	5.22	14	100.0													717	41.3	53.7										118	50.8	63.6	97	34.0	42.3	96	59.4	64.6										118	37.3	52.5	96	24.0	41.7	96	20.8	36.5										96	61.5	72.9			
Charlotte-Mecklenburg Schools	600411	Highland Creek Elementary	Southwest	0K-05		B	75	B	74	B	73	Met	1.15	16	100.0													756	61.6	72.8										113	73.5	84.1	118	60.2	65.3	98	61.2	69.4										113	60.2	75.2	118	51.7	67.8	98	56.1	70.4										98	69.4	77.6			
Charlotte-Mecklenburg Schools	600412	Hidden Valley Elementary	Southwest	PK-05	Y	D	52	F	38	C	59	Met	-0.38	16	100.0													1128	36.3	45.4										159	52.8	64.2	168	41.1	45.2	158	46.8	52.5										159	17.6	29.6	168	17.9	29.8	158	19.0	29.7										158	59.5	67.7			
Charlotte-Mecklenburg Schools	600413	Highland Mill Montessori	Southwest	PK-06		B	81	B	81	B	77	Met	-0.43	6	100.0													218	72.0	81.2										33	36.4	60.6	25	76.0	84.0	24	91.7	91.7	15	80.0	80.0							33	63.6	75.8	25	84.0	88.0	24	83.3	87.5	15	53.3	73.3							24	91.7	>95			
Charlotte-Mecklenburg Schools	600414	Highland Renaissance Academy	Southwest	PK-05	Y	D	45	D	40	D	51	NotMet	-2.05	13	100.0													536	30.2	38.8										99	34.3	46.5	76	38.2	46.1	62	38.7	43.5										99	27.3	35.4	76	19.7	30.3	62	24.2	29.0										62	29.0	38.7			
Charlotte-Mecklenburg Schools	600415	Hopewell High	Southwest	09-12		C	66					NotMet	-2.07	37	83.8	Y		308	40.9	128	82.8	355	>95	398	89.2	432	92.4	1338	43.4	52.0	448	44.4	52.9	455	41.5	50.3	435	44.4	52.9																																										
Charlotte-Mecklenburg Schools	600416	Hornets Nest Elementary	Southwest	PK-05	Y	D	52	D	46	C	56	NotMet	-3.43	13	100.0													767	38.5	49.0										123	37.4	45.5	106	57.5	64.2	103	52.4	56.3										123	30.9	39.8	106	26.4	43.4	103	23.3	35.0										103	42.7	61.2			
Charlotte-Mecklenburg Schools	600418	Croft Community Elementary	Southwest	PK-05		C	64	C	64	C	65	Met	-1.68	17	100.0													753	49.4	62.0										118	49.2	61.0	98	65.3	71.4	107	44.9	52.3										118	48.3	62.7	98	53.1	70.4	107	35.5	56.1										107	51.4	61.7			
Charlotte-Mecklenburg Schools	600420	Huntersville Elementary	Southwest	0K-05		A+NG	85	B	79	A	88	Met	-0.37	17	100.0													899	78.4	86.3										140	81.4	87.1	134	83.6	89.6	117	88.0	91.5										140	72.9	78.6	134	69.4	82.1	117	68.4	84.6										117	86.3	92.3			
Charlotte-Mecklenburg Schools	600422	Huntingtowne Farms Elementary	Southwest	PK-05	Y	C	60	C	55	C	59	Met	-0.71	16	100.0													932	46.0	56.5										114	55.3	66.7	139	51.1	56.1	142	46.5	52.8										114	41.2	52.6	139	38.8	53.2	142	28.9	42.3										142	61.3	73.2			
Charlotte-Mecklenburg Schools	600424	Idlewild Elementary	Southwest	PK-05	Y	C	68	C	63	B	70	Met	0.96	20	100.0													1067	54.7	64.8										185	73.0	80.5	155	53.5	57.4	129	68.2	72.9										185	43.8	58.4	155	40.6	52.9	129	43.4	56.6										129	60.5	74.4			
Charlotte-Mecklenburg Schools	600426	Independence High	Southwest	09-12		B	75					Exceeded	10.94	47	85.1	Y		479	53.2	45	75.6	543	>95	597	89.3	566	91.5	1895	49.4	58.6	625	45.1	57.3	619	48.5	55.4	651	54.5	62.8																																										
Charlotte-Mecklenburg Schools	600428	James Martin Middle	Southwest	06-08	Y	D	42	D	46	F	30	NotMet	-2.45	22	95.5													2503	26.4	35.5	53	94.3	>95																373	13.7	17.7	319	21.3	26.6	355	20.0	23.1										375	24.8	38.4	318	32.4	41.5	356	19.9	33.4				354	43.2	58.8
Charlotte-Mecklenburg Schools	600429	Morehead STEM Academy	Southwest	0K-08		B	74	B	72	C	68	Met	-1.06	20	100.0													1724	62.5	74.4	71	80.3	91.5							117	67.5	80.3	116	73.3	82.8	119	85.7	89.9	117	36.8	46.2	115	52.2	60.9	122	46.7	56.6	117	58.1	74.4	116	50.9	68.1	119	59.7	76.5	117	47.0	67.5	115	56.5	66.1	122	51.6	69.7	119	89.1	>95	122	87.7	94.3
Charlotte-Mecklenburg Schools	600431	Jay M Robinson Middle	Southwest	06-08		A	90	A	85	A	91	Exceeded	6.12	28	100.0													2890	84.7	89.3	228	>95	>95																406	87.4	92.1	379	84.7	88.7	364	85.7	87.9										406	79.6	86.0	379	75.7	82.6	364	77.5	86.0				364	93.4	>95
Charlotte-Mecklenburg Schools	600432	Joseph W Grier Academy	Southwest	PK-05	Y	C	56	D	53	C	57	NotMet	-3.45	14	100.0													883	42.0	54.1										137	42.3	54.7	118	57.6	62.7	124	42.7	54.0										137	29.9	41.6	119	45.4	60.5	124	25.0	41.9										124	53.2	65.3			
Charlotte-Mecklenburg Schools	600433	J.V. Washam Elementary	Southwest	0K-05		B	80	B	80	B	78	Met	1.52	18	100.0													1199	70.2	79.6										181	69.6	79.0	174	83.9	86.8	163	74.8	77.9										181	58.6	75.7	174	68.4	80.5	163	60.7	74.2										163	76.1	83.4			
Charlotte-Mecklenburg Schools	600434	Kennedy Middle	Southwest	06-08		D	54	C	59	D	46	NotMet	-3.34	26	100.0													2134	42.9	52.2	74	>95	>95																334	46.4	55.1	292	32.9	41.4	269	24.2	29.7										334	46.7	58.1	293	48.1	54.6	270	33.3	47.4				268	51.9	64.9
Charlotte-Mecklenburg Schools	600435	Trillium Springs Montessori	Southwest	PK-05		B	81	A	86	B	78	Met	0.51															43	72.1	79.1										<10	*	*	11	54.5	63.6	<10	*	*										<10	*	*	11	54.5	72.7	<10	*	*										<10	*	*			
Charlotte-Mecklenburg Schools	600436	Lake Wylie Elementary	Southwest	PK-05		C	66	C	59	C	65	Exceeded	2.66	18	100.0													860	49.9	60.3										118	44.1	57.6	123	51.2	61.8	126	56.3	61.1										118	42.4	50.0	123	40.7	54.5	126	42.9	54.8										126	70.6	81.7			
Charlotte-Mecklenburg Schools	600437	Ballantyne Elementary	Southwest	0K-05		A+NG	86	B	83	A	86	Exceeded	3.89	19	100.0													1056	76.6	84.9										144	82.6	87.5	151	74.2	79.5	155	85.8	88.4										144	70.1	86.1	151	68.2	78.8	155	69.0	83.9										156	85.9	90.4			
Charlotte-Mecklenburg Schools	600438	Lansdowne Elementary	Southwest	0K-05		C	68	C	68	C	69	Met	-0.12	18	100.0													704	54.0	65.2										108	53.7	64.8	109	55.0	63.3	90	62.2	66.7										108	49.1	63.9	109	52.3	67.0	90	53.3	66.7										90	53.3	64.4			
Charlotte-Mecklenburg Schools	600439	Turning Point Academy	Southwest	05-12	Y	N/A		N/A		N/A		NotMet	-10.17	23	0.0	Y		<10	*					33	<5	22	<5	411	<5	8.0	64	<5	<5	52	5.8	7.7	53	5.7	15.1							<10	*	*	17	5.9	5.9	34	<5	<5	46	<5	<5							<10	*	*	16	12.5	12.5	33	<5	6.1	49	8.2	10.2	<10	*	*	44	9.1	13.6
Charlotte-Mecklenburg Schools	600440	Lebanon Road Elementary	Southwest	PK-05	Y	C	65	C	59	C	65	Met	0.18	18	100.0													906	46.7	61.7										116	49.1	70.7	130	50.8	63.1	138	52.2	62.3										116	44.0	56.0	130	34.6	52.3	138	28.3	50.0										138	67.4	77.5			
Charlotte-Mecklenburg Schools	600442	Blythe Elementary	Southwest	PK-05		C	66	C	61	B	70	Met	-0.71	21	100.0													1361	51.9	63.9										209	62.7	72.2	179	53.1	61.5	195	57.9	64.6										209	52.6	64.1	179	41.3	57.5	195	34.9	54.4										195	59.5	71.3			
Charlotte-Mecklenburg Schools	600443	Levine Middle College High	Southwest	11-13		A	98							4	100.0	Y		96	>95	14	>95	82	>95	90	>95	34	>95	<10	*	*				<10	*	*																																													
Charlotte-Mecklenburg Schools	600444	Long Creek Elementary	Southwest	PK-05		C	68	C	64	B	70	Met	-0.45	13	100.0													543	52.7	65.4										65	56.9	69.2	85	41.2	56.5	81	74.1	77.8										65	47.7	61.5	85	49.4	64.7	81	43.2	56.8										81	56.8	71.6			
Charlotte-Mecklenburg Schools	600445	Mallard Creek High	Southwest	09-12		B	73					Exceeded	2.78	45	73.3	Y		644	50.5	129	70.5	573	>95	571	>95	604	>95	1916	47.2	58.7	616	46.9	60.7	669	40.1	51.1	631	55.0	64.8																																										
Charlotte-Mecklenburg Schools	600446	Mallard Creek Elementary	Southwest	0K-05		C	56	C	61	D	54	NotMet	-3.58	17	100.0													808	45.0	55.0										122	52.5	59.8	114	47.4	52.6	112	41.1	45.5										122	45.9	59.0	114	48.2	59.6	112	35.7	54.5										112	43.8	52.7			
Charlotte-Mecklenburg Schools	600447	Matthews Elementary	Southwest	PK-05		B	77	B	70	B	79	Met	-0.66	16	100.0													1103	68.5	76.6										162	69.1	78.4	150	70.0	74.7	160	83.1	85.6										162	59.3	69.8	150	50.7	64.0	160	61.9	72.5										159	84.9	90.6			
Charlotte-Mecklenburg Schools	600448	Martin Luther King Jr Middle	Southwest	06-08	Y	D	40	D	40	F	29	Met	-1.08	21	100.0													2266	23.8	31.9	86	48.8	73.3																296	21.3	28.0	263	19.4	24.3	354	10.7	16.1										295	22.7	31.2	263	21.7	28.1	354	13.8	24.6				355	48.5	57.2
Charlotte-Mecklenburg Schools	600449	McAlpine Elementary	Southwest	PK-05		B	79	B	76	B	80	Met	-1.28	14	100.0													537	70.6	80.1										81	79.0	82.7	81	74.1	81.5	71	80.3	85.9										81	63.0	71.6	81	58.0	72.8	71	63.4	81.7										71	77.5	85.9			
Charlotte-Mecklenburg Schools	600450	McClintock Middle	Southwest	06-08	Y	D	52	D	45	D	52	NotMet	-2.05	28	100.0													2402	37.7	47.5	84	85.7	>95																380	39.7	47.9	312	37.2	45.2	310	29.0	34.2										380	41.6	53.4	313	24.0	36.1	311	25.1	36.0				312	52.9	65.1
Charlotte-Mecklenburg Schools	600451	McKee Road Elementary	Southwest	0K-05		A+NG	90	A	87	A	90	Exceeded	3.7	15	100.0													666	82.0	89.9										82	84.1	92.7	88	87.5	93.2	109	83.5	88.1										82	73.2	84.1	87	72.4	83.9	109	80.7	91.7										109	89.9	94.5			
Charlotte-Mecklenburg Schools	600453	Merry Oaks International Academy	Southwest	PK-05	Y	C	62	D	52	C	66	Exceeded	4.81	14	100.0													682	41.5	54.1										88	60.2	69.3	115	60.0	68.7	92	46.7	55.4										88	15.9	34.1	115	31.3	47.0	92	20.7	39.1										92	53.3	63.0			
Charlotte-Mecklenburg Schools	600454	Metro School	Southwest	PK-13	Y	N/A		N/A		N/A						Y								22	<5	17	<5	46	8.7	21.7	<10	*	*	<10	*	*	<10	*	*				<10	*	*	<10	*	*	<10	*	*	<10	*	*	<10	*	*				<10	*	*	<10	*	*	<10	*	*	<10	*	*	<10	*	*	<10	*	*	<10	*	*
Charlotte-Mecklenburg Schools	600455	Mint Hill Middle	Southwest	06-08		C	68	C	69	C	65	NotMet	-4.71	31	100.0													2953	61.4	70.0	143	>95	>95																425	68.0	73.4	346	63.0	70.2	424	47.6	55.2										425	60.5	70.1	346	62.1	71.4	422	46.2	60.2				422	71.1	80.3
Charlotte-Mecklenburg Schools	600457	Rocky River High	Southwest	09-12		C	61					Met	-0.55	32	65.6	Y	Y	281	23.5	55	60.0	362	>95	376	94.1	399	89.5	1234	29.0	40.7	376	25.8	38.6	427	29.3	37.7	431	31.6	45.5																																										
Charlotte-Mecklenburg Schools	600459	Montclaire Elementary	Southwest	PK-05	Y	D	54	D	48	D	53	Exceeded	3.93	11	100.0													408	35.5	44.9										60	43.3	50.0	59	33.9	35.6	57	43.9	47.4										60	38.3	48.3	58	15.5	29.3	57	24.6	38.6										57	49.1	64.9			
Charlotte-Mecklenburg Schools	600461	Lincoln Heights Academy	Southwest	0K-13	Y	N/A		N/A		N/A		Met	-0.19	9	22.2	Y								<10	*	<10	*	158	5.1	7.6	11	18.2	18.2	<10	*	*	<10	*	*	<10	*	*	<10	*	*	<10	*	*	<10	*	*	<10	*	*	17	<5	<5	<10	*	*	<10	*	*	<10	*	*	<10	*	*	<10	*	*	17	5.9	17.6	<10	*	*	17	11.8	17.6
Charlotte-Mecklenburg Schools	600462	Mountain Island Lake Academy	Southwest	PK-08		D	53	D	53	D	52	Met	-1.47	16	100.0													1352	37.7	48.4	13	92.3	>95							95	42.1	54.7	127	55.1	66.1	102	50.0	58.8	104	16.3	19.2	72	43.1	48.6	79	11.4	13.9	95	38.9	50.5	127	39.4	51.2	102	25.5	44.1	104	40.4	52.9	72	31.9	44.4	79	24.1	32.9	102	48.0	64.7	79	43.0	53.2
Charlotte-Mecklenburg Schools	600463	River Oaks Academy	Southwest	PK-05	Y	C	61	C	57	C	61	Met	0.45	11	81.8													714	44.5	55.6										102	63.7	75.5	96	37.5	47.9	106	44.3	49.1										102	41.2	54.9	96	34.4	45.8	106	36.8	50.0										106	52.8	65.1			
Charlotte-Mecklenburg Schools	600464	Myers Park Traditional	Southwest	0K-05		C	67	C	65	C	66	NotMet	-2.29	16	100.0													818	57.3	66.0										109	70.6	78.0	117	52.1	58.1	122	59.8	61.5										109	52.3	64.2	117	48.7	63.2	122	53.3	62.3										122	64.8	75.4			
Charlotte-Mecklenburg Schools	600466	Myers Park High	Southwest	09-12		B	83					Exceeded	3.03	42	61.9	Y	Y	623	76.4	27	74.1	653	94.9	691	94.2	647	94.4	2314	68.5	75.5	722	68.0	77.3	833	64.9	71.3	759	72.7	78.3																																										
Charlotte-Mecklenburg Schools	600468	Nathaniel Alexander Elementary	Southwest	PK-05	Y	C	58	D	52	C	60	Met	-0.28	15	100.0													908	40.0	52.6										144	42.4	54.2	118	50.0	55.1	128	46.9	55.5										144	36.8	47.2	118	26.3	47.5	128	27.3	43.0										128	50.0	66.4			
Charlotte-Mecklenburg Schools	600471	Nations Ford Elementary	Southwest	PK-05	Y	C	56	D	43	C	62	Exceeded	5.51	14	100.0													788	36.5	47.3										114	36.8	51.8	126	47.6	50.8	103	55.3	58.3										113	17.7	27.4	126	23.0	38.1	103	19.4	35.0										103	58.3	72.8			
Charlotte-Mecklenburg Schools	600474	Newell Elementary	Southwest	0K-05	Y	D	53	D	46	C	57	Met	1.22	14	100.0													955	34.7	45.9										138	44.2	52.2	137	49.6	58.4	135	30.4	39.3										138	25.4	39.1	137	32.1	46.7	135	14.1	26.7										135	46.7	58.5			
Charlotte-Mecklenburg Schools	600478	J H Gunn Elementary	Southwest	0K-05	Y	D	48	D	46	D	49	NotMet	-3.13	18	100.0													922	33.1	43.6										123	48.0	56.1	149	39.6	46.3	126	29.4	38.1										123	26.0	36.6	149	22.8	37.6	126	23.8	39.7										126	42.9	51.6			
Charlotte-Mecklenburg Schools	600479	Northeast Middle	Southwest	06-08	Y	D	50	D	51	D	43	NotMet	-2.31	19	100.0													1544	34.9	44.8	25	>95	>95																183	27.9	37.2	229	29.3	34.1	232	28.4	35.3										183	39.3	48.1	228	33.3	45.6	232	30.6	42.7				232	47.8	63.4
Charlotte-Mecklenburg Schools	600480	North Mecklenburg High	Southwest	09-12		C	63					NotMet	-2.4	41	73.2	Y		432	43.1	95	58.9	401	>95	411	>95	433	94.5	1811	39.1	49.9	684	31.6	45.2	569	38.3	46.2	558	49.1	59.5																																										
Charlotte-Mecklenburg Schools	600481	Northridge Middle	Southwest	06-08	Y	D	49	D	50	D	42	NotMet	-3.71	18	94.4													1696	36.6	45.3	56	82.1	89.3																226	37.2	45.6	224	35.7	43.3	246	22.8	25.6										226	34.5	46.5	226	34.5	41.6	246	29.3	39.8				246	51.6	64.2
Charlotte-Mecklenburg Schools	600482	Northwest School of the Arts	Southwest	06-12		B	80	B	74	B	73	Met	1.75	38	100.0	Y		127	75.6	<10	*	136	>95	130	>95	108	>95	1508	65.1	75.3	158	68.4	80.4	152	59.9	72.4	150	82.0	90.7										155	54.2	60.0	135	58.5	72.6	156	67.9	74.4										155	65.8	74.8	135	53.3	65.2	156	62.8	75.0				156	76.3	86.5
Charlotte-Mecklenburg Schools	600484	Oakhurst STEAM Academy	Southwest	0K-05	Y	C	59	D	51	C	64	Met	0.7	18	100.0													668	43.9	53.6										102	54.9	65.7	94	39.4	50.0	92	45.7	62.0										102	42.2	45.1	94	39.4	52.1	92	29.3	37.0										92	55.4	63.0			
Charlotte-Mecklenburg Schools	600485	Oakdale Elementary	Southwest	0K-05	Y	D	43	D	42	D	43	NotMet	-2.63	13	100.0													803	26.5	37.1										125	24.0	36.8	102	26.5	34.3	116	31.9	35.3										126	24.6	35.7	102	29.4	40.2	116	20.7	31.9										116	29.3	45.7			
Charlotte-Mecklenburg Schools	600488	Oaklawn Language Academy	Southwest	0K-08	Y	C	68	C	65	B	73	NotMet	-4.5	12	100.0													750	57.9	69.7	20	>95	>95							64	82.8	90.6	63	73.0	77.8	66	77.3	84.8	40	50.0	62.5	39	46.2	56.4	40	62.5	65.0	64	43.8	56.3	63	54.0	76.2	66	37.9	56.1	40	47.5	65.0	39	51.3	61.5	40	47.5	70.0	66	31.8	48.5	40	87.5	90.0
Charlotte-Mecklenburg Schools	600489	Bruns Academy	Southwest	0K-08	Y	F	30	F	30	F	25	Met	-0.16	15	100.0													1024	10.4	18.3										79	16.5	30.4	84	<5	<5	75	16.0	28.0	75	<5	6.7	65	<5	<5	65	<5	<5	79	8.9	20.3	84	7.1	17.9	75	13.3	21.3	75	10.7	17.3	65	<5	7.7	65	6.2	16.9	74	24.3	43.2	64	32.8	40.6
Charlotte-Mecklenburg Schools	600491	Olde Providence Elementary	Southwest	0K-05		A+NG	86	A	86	A	90	Met	0.82	15	100.0													817	79.2	87.3										121	81.0	89.3	100	80.0	86.0	125	89.6	93.6										121	76.9	86.0	100	69.0	80.0	125	80.8	89.6										125	75.2	84.8			
Charlotte-Mecklenburg Schools	600492	Park Road Montessori	Southwest	PK-06		B	83	A	87	B	79	Met	-0.44	11	100.0													538	74.5	84.0										72	77.8	86.1	52	73.1	78.8	74	66.2	75.7	34	55.9	67.6							72	86.1	93.1	52	80.8	92.3	74	71.6	86.5	34	79.4	82.4							74	74.3	85.1			
Charlotte-Mecklenburg Schools	600493	Palisades Park Elementary	Southwest	0K-05		B	83	B	77	A	85	Exceeded	3.69	18	100.0													955	71.0	81.5										160	76.3	86.9	136	71.3	80.1	121	84.3	90.1										160	57.5	75.0	136	61.0	72.8	121	62.8	73.6										121	87.6	93.4			
Charlotte-Mecklenburg Schools	600494	Paw Creek Elementary	Southwest	PK-05	Y	C	59	D	48	C	63	Met	1.27	16	100.0													664	44.4	52.6										97	46.4	56.7	102	38.2	48.0	89	68.5	69.7										97	26.8	35.1	102	30.4	36.3	89	37.1	50.6										88	68.2	76.1			
Charlotte-Mecklenburg Schools	600496	Phillip O Berry Academy of Technology	Southwest	09-12		B	79					Met	-0.35	33	97.0	Y		366	55.5	296	76.0	356	>95	354	>95	414	>95	1171	64.1	76.0	394	62.4	76.9	376	60.6	70.2	401	69.1	80.5																																										
Charlotte-Mecklenburg Schools	600497	Piedmont IB Middle	Southwest	06-08		A+NG	85	B	80	B	81	Met	0.33	25	100.0													2592	77.2	84.8	94	>95	>95																381	70.9	77.4	340	73.2	80.9	352	79.3	82.4										381	70.9	85.0	340	78.2	87.1	352	68.8	80.1				352	94.0	>95
Charlotte-Mecklenburg Schools	600498	Performance Learning Center	Southwest	09-12		D	48					NotMet	-5.19	12	91.7	Y	Y	21	38.1	<10	*	42	90.5	43	93.0	73	91.8	233	18.9	29.2	59	13.6	27.1	89	10.1	16.9	85	31.8	43.5																																										
Charlotte-Mecklenburg Schools	600499	eLearning Academy	Southwest	09-12		B	70					NotMet	-4.77	12	8.3	Y		53	77.4	<10	*	46	>95	45	>95			111	40.5	50.5	20	40.0	50.0	45	17.8	31.1	46	63.0	69.6																																										
Charlotte-Mecklenburg Schools	600500	Pineville Elementary	Southwest	0K-05		B	72	C	66	B	73	Exceeded	6.37	21	100.0													907	55.5	66.8										126	56.3	68.3	135	65.2	73.3	128	55.5	60.2										126	48.4	62.7	136	47.8	63.2	128	43.0	58.6										128	71.9	81.3			
Charlotte-Mecklenburg Schools	600501	Pinewood Elementary	Southwest	PK-05	Y	C	55	D	47	C	59	Met	1.15	16	100.0													604	36.4	48.2										75	41.3	53.3	99	41.4	52.5	86	50.0	52.3										75	30.7	40.0	98	23.5	40.8	85	22.4	38.8										86	46.5	59.3			
Charlotte-Mecklenburg Schools	600503	Piney Grove Elementary	Southwest	PK-05	Y	D	53	D	42	C	65	Met	-0.08	18	100.0													1022	34.4	46.3										152	42.8	57.2	143	53.1	62.9	144	45.8	56.9										152	28.9	38.2	143	23.1	35.7	144	19.4	29.9										144	27.8	43.1			
Charlotte-Mecklenburg Schools	600507	Providence Spring Elementary	Southwest	0K-05		A+NG	94	A	92	A	94	Exceeded	2.54	13	100.0													1054	90.2	>95										160	93.8	>95	145	>95	>95	148	92.6	94.6										160	90.6	>95	145	86.2	>95	148	83.1	89.2										148	89.2	>95			
Charlotte-Mecklenburg Schools	600508	Providence High	Southwest	09-12		A+NG	93					Exceeded	7.29	41	90.2	Y		482	91.1	41	>95	438	>95	448	>95	454	>95	1535	85.1	89.1	523	88.9	92.2	508	80.9	85.6	504	85.3	89.3																																										
Charlotte-Mecklenburg Schools	600509	Quail Hollow Middle	Southwest	06-08	Y	D	54	D	50	D	51	NotMet	-2.09	24	100.0													2141	42.1	50.5	83	85.5	91.6																294	47.3	52.4	276	26.4	34.4	306	36.6	43.8										294	43.9	51.4	276	30.1	40.6	306	33.7	45.1				306	62.4	72.2
Charlotte-Mecklenburg Schools	600512	Rama Road Elementary	Southwest	PK-05	Y	D	54	D	47	D	54	Met	1.68	17	100.0													694	37.2	46.3										93	36.6	40.9	115	40.0	47.8	93	46.2	50.5										93	29.0	39.8	115	20.9	33.0	92	33.7	47.8										93	57.0	66.7			
Charlotte-Mecklenburg Schools	600513	Randolph Middle	Southwest	06-08		B	80	B	83	B	73	NotMet	-2.74	31	100.0													2918	76.6	83.3	241	89.6	>95	14	>95	>95													386	73.6	79.3	356	76.7	81.7	393	60.6	67.9										386	82.6	88.9	357	76.8	84.3	393	66.9	77.9				392	90.1	94.9
Charlotte-Mecklenburg Schools	600514	Ranson Middle	Southwest	06-08	Y	D	48	D	51	F	38	Met	-1.1	25	100.0													2261	31.1	41.1	73	75.3	84.9																322	22.4	29.8	286	31.5	36.4	325	22.5	31.4										321	32.7	45.8	283	35.0	46.6	325	22.8	33.2				326	41.7	54.6
Charlotte-Mecklenburg Schools	600516	Reedy Creek Elementary	Southwest	PK-05	Y	C	67	C	60	C	66	Met	1.22	20	100.0													952	50.4	62.8										134	57.5	70.9	134	48.5	55.2	139	54.7	66.2										134	41.0	53.0	134	44.0	56.7	139	37.4	54.7										138	69.6	82.6			
