"LEACODE"	"LEANAME"	"SCHOOLCODE"	"SCHOOLNAME"	"CHARTERSchool"	"GRADESPAN"	"RESIDENTCHILDREN"	"IDENTIFIEDSTUDENTS"	"MULTIPLIER"	"LOWINCOMESTUDENTS"	"Percent"	"SCHOOLSERVED"	"ELIGIBILITYMODEL"	"ELIGIBILITYJUSTIFICATION"	"PROGRAMJUSTIFICATION"	"SERVEDTASCOUNT"	"SERVEDTASGRADE"	"SERVED1STYEAR"	"YEAR"	"COMMUNITYELIGIBILITY"
730	Person County	730334	North Elementary	N	0K,01,02,03,04,05	299	251	1.6	299	100.00	Y	SW-SW					2006-2007	2015-2016	Y
730	Person County	730340	North End Elementary	N	0K,01,02,03,04,05	199	114	1.6	182	91.46	Y	SW-SW					2006-2007	2015-2016	Y
920	Wake County	920514	North Forest Pines Elementary	N	PK,0K,01,02,03,04,05	812	N/A	N/A	233	28.69	N	Not Title I						2015-2016	N
340	Forsyth County	340460	North Forsyth High	N	09,10,11,12	1194	510	1.6	816	68.34	Y	SW-SW					2012-2013	2015-2016	N
920	Wake County	920512	North Garner Middle	N	06,07,08	959	N/A	N/A	489	50.99	N	SW						2015-2016	N
360	Gaston County	360470	North Gaston High	N	09,10,11,12	1075	N/A	N/A	590	54.88	N	SW						2015-2016	N
010	Alamance-Burlington	010364	North Graham Elementary	N	PK,0K,01,02,03,04,05	395	274	1.6	395	100.00	Y	SW-SW					2006-2007	2015-2016	Y
430	Harnett County	430368	North Harnett Primary	N	PK,0K,01,02	454	N/A	N/A	360	79.30	Y	SW-SW					2006-2007	2015-2016	N
450	Henderson County	450341	North Henderson High	N	09,10,11,12	1033	N/A	N/A	537	51.98	N	SW						2015-2016	N
340	Forsyth County	340462	North Hills Elementary	N	PK,0K,01,02,03,04,05	513	406	1.6	513	100.00	Y	SW-SW					2006-2007	2015-2016	Y
490	Iredell County	490346	North Iredell High	N	09,10,11,12	1115	N/A	N/A	461	41.35	N	SW						2015-2016	N
490	Iredell County	490349	North Iredell Middle	N	06,07,08	640	N/A	N/A	345	53.91	N	SW						2015-2016	N
510	Johnston County	510368	North Johnston High	N	09,10,11,12	551	N/A	N/A	299	54.26	N	SW						2015-2016	N
510	Johnston County	510344	North Johnston Middle	N	06,07,08	638	N/A	N/A	387	60.66	Y	SW-SW					2014-2015	2015-2016	N
830	Scotland County	830336	North Laurinburg Elementary	N	PK,0K,01,02,03,04,05	253	N/A	N/A	223	88.14	Y	SW-SW					2005-2006	2015-2016	Y
540	Lenoir County	540324	North Lenoir High	N	09,10,11,12	860	N/A	N/A	337	39.19	N	TAS						2015-2016	Y
120	Burke County	120352	North Liberty	N	PK,0K,01,02,03,04,05,06,07,08,09,10,11,12	109	30	1.6	48	44.04	N	SW						2015-2016	Y
550	Lincoln County	550344	North Lincoln High	N	09,10,11,12	948	152	1.6	243	25.63	N	Not Title I						2015-2016	N
550	Lincoln County	550350	North Lincoln Middle	N	06,07,08	713	133	1.6	213	29.87	N	Not Title I						2015-2016	N
600	Mecklenburg County	600480	North Mecklenburg High	N	09,10,11,12	1843	N/A	N/A	617	33.48	N	Not Title I						2015-2016	N
630	Moore County	630332	North Moore High	N	09,10,11,12	601	N/A	N/A	292	48.59	N	SW						2015-2016	N
182	Newton-Conover	182328	North Newton Elementary	N	0K,01,02,03,04,05	476	N/A	N/A	391	82.14	Y	SW-SW					2006-2007	2015-2016	N
740	Pitt County	740374	North Pitt High	N	09,10,11,12	915	429	1.6	686	74.97	N	SW						2015-2016	Y
920	Wake County	920516	North Ridge Elementary	N	PK,0K,01,02,03,04,05	756	N/A	N/A	322	42.59	Y	SW-SW					2009-2010	2015-2016	N
800	Rowan County	800373	North Rowan Elementary	N	PK,0K,01,02,03,04,05	504	427	1.6	504	100.00	Y	SW-SW					2004-2005	2015-2016	Y
800	Rowan County	800376	North Rowan High	N	09,10,11,12	676	N/A	N/A	472	69.82	N	SW						2015-2016	N
800	Rowan County	800377	North Rowan Middle	N	06,07,08	510	400	1.6	510	100.00	Y	SW-SW					2012-2013	2015-2016	Y
230	Cleveland County	230359	North Shelby	N	PK,0K,01,02,03,04,05,06,07,08,09,10,11,12	101	N/A	N/A	85	84.16	N	SW						2015-2016	N
840	Stanly County	840332	North Stanly High	N	09,10,11,12	572	N/A	N/A	254	44.41	N	SW						2015-2016	N
840	Stanly County	840328	North Stanly Middle	N	06,07,08	512	N/A	N/A	252	49.22	N	SW						2015-2016	N
850	Stokes County	850332	North Stokes High	N	09,10,11,12	391	N/A	N/A	181	46.29	N	SW						2015-2016	N
860	Surry County	860336	North Surry High	N	09,10,11,12	871	N/A	N/A	488	56.03	N	SW						2015-2016	N
710	Pender County	710323	North Topsail Elementary	N	PK,0K,01,02,03,04,05	596	N/A	N/A	232	38.93	Y	TAS-SW		Always SW			2006-2007	2015-2016	N
241	Whiteville City	241312	North Whiteville Academy	N	06,07,08,09,10,11,12	33	26	1.6	33	100.00	Y	SW-SW					2006-2007	2015-2016	Y
970	Wilkes County	970356	North Wilkes High	N	09,10,11,12	683	N/A	N/A	231	33.82	N	Not Title I						2015-2016	Y
970	Wilkes County	970358	North Wilkes Middle	N	06,07,08	563	N/A	N/A	253	44.94	N	SW						2015-2016	Y
970	Wilkes County	970360	North Wilkesboro Elementary	N	PK,0K,01,02,03,04,05	304	N/A	N/A	216	71.05	Y	SW-SW					2006-2007	2015-2016	Y
110	Buncombe County	110382	North Windy Ridge Intermediate	N	05,06	581	N/A	N/A	302	51.98	Y	SW-SW					2009-2010	2015-2016	N
660	Northampton County	660336	Northampton County High School	N	09,10,11,12	386	N/A	N/A	287	74.35	Y	SW-SW					2010-2011	2015-2016	Y
70A	Northeast Academy of Aerospace & AdvTech	70A000	Northeast Academy of Aerospace & AdvTech	Y	08,09	122	N/A	N/A	54	44.26	Y	SW-SW					2015-2016	2015-2016	N
070	Beaufort County	070329	Northeast Elementary	N	PK,0K,01,02,03,04,05,06,07,08	506	249	1.6	398	78.66	Y	SW-SW					2002-2003	2015-2016	N
540	Lenoir County	540325	Northeast Elementary	N	PK,0K,01,02,03,04,05	568	N/A	N/A	490	86.27	Y	SW-SW					2009-2010	2015-2016	Y
960	Wayne County	960450	Northeast Elementary	N	PK,0K,01,02,03,04,05	696	N/A	N/A	432	62.07	Y	SW-SW					2006-2007	2015-2016	N
410	Guilford County	410484	Northeast Guilford High	N	09,10,11,12	1008	N/A	N/A	425	42.16	N	SW						2015-2016	N
410	Guilford County	410487	Northeast Guilford Middle	N	06,07,08	772	N/A	N/A	390	50.52	Y	SW-SW					2012-2013	2015-2016	N
600	Mecklenburg County	600479	Northeast Middle	N	06,07,08	746	N/A	N/A	320	42.90	Y	SW-SW					2015-2016	2015-2016	Y
700	Pasquotank County	700317	Northeastern High	N	09,10,11,12	832	N/A	N/A	462	55.53	N	SW						2015-2016	N
760	Randolph County	760338	Northeastern Randolph Middle	N	06,07,08	649	N/A	N/A	360	55.47	N	SW						2015-2016	N
390	Granville County	390334	Northern Granville Middle	N	06,07,08	352	N/A	N/A	248	70.45	Y	SW-SW					2012-2013	2015-2016	N
410	Guilford County	410486	Northern Guilford Elementary	N	0K,01,02,03,04,05	585	N/A	N/A	59	10.09	N	Not Title I						2015-2016	N
410	Guilford County	410489	Northern Guilford High	N	09,10,11,12	1355	N/A	N/A	161	11.88	N	Not Title I						2015-2016	N
410	Guilford County	410488	Northern Guilford Middle	N	06,07,08	890	N/A	N/A	132	14.83	N	Not Title I						2015-2016	N
320	Durham Public	320356	Northern High	N	09,10,11,12	1512	N/A	N/A	844	55.82	N	SW						2015-2016	N
730	Person County	730344	Northern Middle	N	06,07,08	497	N/A	N/A	289	58.15	N	SW						2015-2016	N
640	Nash-Rocky Mount	640350	Northern Nash High	N	09,10,11,12	1094	N/A	N/A	557	50.91	N	SW						2015-2016	N
910	Vance County	910370	Northern Vance High	N	09,10,11,12	907	N/A	N/A	490	54.02	N	SW						2015-2016	Y
600	Mecklenburg County	600481	Northridge Middle	N	06,07,08	791	N/A	N/A	388	49.05	Y	SW-SW					2010-2011	2015-2016	Y
681	Chapel Hill-Carrboro	681300	Northside Elementary	N	PK,0K,01,02,03,04,05	592	N/A	N/A	238	40.20	Y	SW-SW					2013-2014	2015-2016	N
700	Pasquotank County	700314	Northside Elementary	N	0K,01,02,03,04,05	541	N/A	N/A	309	57.12	Y	SW-SW					2004-2005	2015-2016	N
070	Beaufort County	070330	Northside High	N	09,10,11,12	447	131	1.6	210	46.98	N	SW						2015-2016	N
670	Onslow County	670333	Northside High	N	09,10,11,12	1080	N/A	N/A	447	41.39	N	SW						2015-2016	N
930	Warren County	930340	Northside K-8	N	PK,0K,01,02,03,04,05,06,07	342	N/A	N/A	342	100.00	Y	SW-SW					2006-2007	2015-2016	Y
181	Hickory City	181312	Northview Middle	N	06,07,08	588	N/A	N/A	312	53.06	Y	SW-SW					2004-2005	2015-2016	N
490	Iredell County	490347	Northview School	N	06,07,08	403	N/A	N/A	102	25.31	N	Not Title I						2015-2016	N
130	Cabarrus County	130326	Northwest Cabarrus High	N	09,10,11,12	1154	N/A	N/A	528	45.75	N	SW						2015-2016	N
130	Cabarrus County	130327	Northwest Cabarrus Middle	N	06,07,08	901	N/A	N/A	464	51.50	N	SW						2015-2016	N
290	Davidson County	290306	Northwest Elementary	N	PK,0K,01,02,03,04,05	490	N/A	N/A	175	35.71	N	TAS						2015-2016	N
540	Lenoir County	540326	Northwest Elementary	N	0K,01,02,03,04,05	490	N/A	N/A	298	60.82	Y	SW-SW					2006-2007	2015-2016	Y
740	Pitt County	740375	Northwest Elementary	N	PK,0K,01,02,03,04,05	381	297	1.6	381	100.00	Y	SW-SW					2004-2005	2015-2016	Y
960	Wayne County	960454	Northwest Elementary	N	0K,01,02,03,04,05	782	N/A	N/A	390	49.87	Y	SW-SW					2010-2011	2015-2016	N
410	Guilford County	410490	Northwest Guilford High	N	09,10,11,12	1989	N/A	N/A	146	7.34	N	Not Title I						2015-2016	N
410	Guilford County	410493	Northwest Guilford Middle	N	06,07,08	1015	N/A	N/A	75	7.39	N	Not Title I						2015-2016	N
420	Halifax County	420346	Northwest Halifax High	N	09,10,11,12	445	271	1.6	434	97.53	Y	SW-SW					2004-2005	2015-2016	Y
340	Forsyth County	340464	Northwest Middle	N	06,07,08	977	437	1.6	699	71.55	Y	SW-SW					2012-2013	2015-2016	N
600	Mecklenburg County	600482	Northwest School of the Arts	N	06,07,08,09,10,11,12	978	N/A	N/A	245	25.05	N	Not Title I						2015-2016	N
410	Guilford County	410496	Northwood Elementary	N	PK,0K,01,02,03,04,05	603	N/A	N/A	397	65.84	Y	SW-SW					2003-2004	2015-2016	Y
190	Chatham County	190342	Northwood High	N	09,10,11,12	1233	N/A	N/A	309	25.06	N	Not Title I						2015-2016	N
670	Onslow County	670332	Northwoods Elementary	N	0K,01,02,03,04,05	452	N/A	N/A	281	62.17	Y	SW-SW					2006-2007	2015-2016	N
920	Wake County	920520	Northwoods Elementary	N	PK,0K,01,02,03,04,05	551	N/A	N/A	219	39.75	Y	TAS-SW		Always SW			2010-2011	2015-2016	N
670	Onslow County	670336	Northwoods Park Middle	N	06,07,08	504	N/A	N/A	263	52.18	N	SW						2015-2016	N
960	Wayne County	960360	Norwayne Middle	N	06,07,08	934	N/A	N/A	491	52.57	N	SW						2015-2016	N
840	Stanly County	840336	Norwood Elementary	N	0K,01,02,03,04,05	390	N/A	N/A	261	66.92	Y	SW-SW					2006-2007	2015-2016	N
640	Nash-Rocky Mount	640347	NRM Early College High School	N	09,10,11,12,13	236	N/A	N/A	112	47.46	N	SW						2015-2016	N
320	Durham Public	320360	Oak Grove Elementary	N	PK,0K,01,02,03,04,05	585	N/A	N/A	431	73.68	Y	SW-SW					2004-2005	2015-2016	N
920	Wake County	920522	Oak Grove Elementary	N	PK,0K,01,02,03,04,05	794	N/A	N/A	147	18.51	N	Not Title I						2015-2016	N
290	Davidson County	290351	Oak Grove Middle	N	06,07,08	747	N/A	N/A	257	34.40	N	Not Title I						2015-2016	N
120	Burke County	120364	Oak Hill Elementary	N	PK,0K,01,02,03,04,05	447	155	1.6	248	55.48	Y	SW-SW					2004-2005	2015-2016	Y
140	Caldwell County	140376	Oak Hill Elementary	N	0K,01,02,03,04,05,06,07,08	138	49	1.6	78	56.52	Y	SW-SW					2005-2006	2015-2016	N
410	Guilford County	410499	Oak Hill Elementary	N	PK,0K,01,02,03,04,05	496	N/A	N/A	357	71.98	Y	SW-SW					2010-2011	2015-2016	Y
730	Person County	730348	Oak Lane Elementary	N	0K,01,02,03,04,05	242	90	1.6	144	59.50	N	SW						2015-2016	Y
410	Guilford County	410502	Oak Ridge Elementary	N	PK,0K,01,02,03,04,05	739	N/A	N/A	42	5.68	N	Not Title I						2015-2016	N
410	Guilford County	410505	Oak View Elementary	N	PK,0K,01,02,03,04,05	528	N/A	N/A	301	57.01	Y	SW-SW					2005-2006	2015-2016	Y
840	Stanly County	840340	Oakboro Elementary	N	PK,0K,01,02,03,04,05	363	N/A	N/A	196	53.99	Y	SW-SW					2006-2007	2015-2016	N
600	Mecklenburg County	600485	Oakdale Elementary	N	0K,01,02,03,04,05	674	N/A	N/A	408	60.53	Y	SW-SW					2009-2010	2015-2016	Y
600	Mecklenburg County	600484	Oakhurst STEAM Academy	N	0K,01,02,03,04,05	629	N/A	N/A	268	42.61	Y	SW-SW					2015-2016	2015-2016	Y
600	Mecklenburg County	600488	Oaklawn Language Academy	N	0K,01,02,03,04,05,06,07,08	519	N/A	N/A	223	42.97	Y	SW-SW					2012-2013	2015-2016	Y
110	Buncombe County	110384	Oakley Elementary	N	0K,01,02,03,04,05	465	N/A	N/A	371	79.78	Y	SW-SW					2006-2007	2015-2016	N
250	Craven County	250360	Oaks Road Elementary	N	0K,01,02,03,04,05	390	N/A	N/A	354	90.77	Y	SW-SW					2006-2007	2015-2016	N
170	Caswell County	170339	Oakwood Elementary	N	PK,0K,01,02,03,04,05	387	243	1.6	387	100.00	Y	SW-SW					2006-2007	2015-2016	Y
181	Hickory City	181336	Oakwood Elementary	N	PK,0K,01,02,03,04,05	391	N/A	N/A	216	55.24	Y	SW-SW					2006-2007	2015-2016	N
480	Hyde County	480316	Ocracoke School	N	PK,0K,01,02,03,04,05,06,07,08,09,10,11,12	162	24	1.6	38	23.46	Y	TAS-SW	Grandfather Rule	Always SW			2014-2015	2015-2016	N
650	New Hanover County	650356	Ogden Elementary	N	0K,01,02,03,04,05	690	69	1.6	110	15.94	N	Not Title I						2015-2016	N
240	Columbus County	240370	Old Dock Elementary	N	PK,0K,01,02,03,04,05	266	112	1.6	179	67.29	Y	SW-SW					2006-2007	2015-2016	Y
590	McDowell County	590340	Old Fort Elementary	N	PK,0K,01,02,03,04,05	393	201	1.6	322	81.93	Y	SW-SW					2006-2007	2015-2016	Y
340	Forsyth County	340472	Old Richmond Elementary	N	PK,0K,01,02,03,04,05	489	158	1.6	253	51.74	N	SW						2015-2016	N
340	Forsyth County	340476	Old Town Elementary	N	PK,0K,01,02,03,04,05	678	430	1.6	678	100.00	Y	SW-SW					2004-2005	2015-2016	Y
600	Mecklenburg County	600491	Olde Providence Elementary	N	0K,01,02,03,04,05	719	N/A	N/A	73	10.15	N	Not Title I						2015-2016	N
920	Wake County	920524	Olds Elementary	N	PK,0K,01,02,03,04,05	355	N/A	N/A	106	29.86	N	Not Title I						2015-2016	N
920	Wake County	920523	Olive Chapel Elementary	N	PK,0K,01,02,03,04,05	1056	N/A	N/A	74	7.01	N	Not Title I						2015-2016	N
600	Mecklenburg County	600697	Olympic High - Biotech Health Pub Admin	N	09,10,11,12	537	N/A	N/A	139	25.88	N	Not Title I						2015-2016	N
600	Mecklenburg County	600693	Olympic High - Renaissance School	N	09,10,11,12	530	N/A	N/A	121	22.83	N	Not Title I						2015-2016	N
600	Mecklenburg County	600696	Olympic High-Leadership and Development	N	09,10,11,12	591	N/A	N/A	201	34.01	N	Not Title I						2015-2016	N
600	Mecklenburg County	600694	Olympic High-Math Eng Tech Science	N	09,10,11,12	586	N/A	N/A	97	16.55	N	Not Title I						2015-2016	N
600	Mecklenburg County	600695	Olympic TEAM High School	N	09,10,11,12	156	N/A	N/A	46	29.49	N	Not Title I						2015-2016	N
68A	Orange Charter	68A000	Orange Charter	Y	0K,01,02,03,04,05,06,07,08	235	N/A	N/A	5	2.13	N	Not Title I						2015-2016	N
680	Orange County	680332	Orange High	N	09,10,11,12	1386	N/A	N/A	427	30.81	N	Not Title I						2015-2016	N
780	Robeson County	780352	Orrum Middle	N	05,06,07,08	332	181	1.6	290	87.35	Y	SW-SW					2004-2005	2015-2016	Y
410	Guilford County	410402	Otis L Hairston Sr Middle	N	06,07,08	730	N/A	N/A	553	75.75	Y	SW-SW					2003-2004	2015-2016	Y
430	Harnett County	430369	Overhills Elementary	N	PK,0K,01,02,03,04,05	863	N/A	N/A	432	50.06	Y	SW-SW					2009-2010	2015-2016	N
430	Harnett County	430371	Overhills High	N	09,10,11,12	1723	N/A	N/A	802	46.55	N	SW						2015-2016	N
430	Harnett County	430370	Overhills Middle	N	06,07,08	1169	N/A	N/A	620	53.04	N	SW						2015-2016	N
800	Rowan County	800315	Overton Elementary	N	0K,01,02,03,04,05	350	275	1.6	350	100.00	Y	SW-SW					2006-2007	2015-2016	Y
110	Buncombe County	110336	Owen High	N	09,10,11,12	747	N/A	N/A	374	50.07	N	SW						2015-2016	N
110	Buncombe County	110338	Owen Middle	N	06,07,08	582	N/A	N/A	362	62.20	N	SW						2015-2016	N
780	Robeson County	780356	Oxendine Elementary	N	PK,0K,01,02,03,04,05,06	363	253	1.6	363	100.00	Y	SW-SW					2006-2007	2015-2016	Y
180	Catawba County	180360	Oxford Elementary	N	PK,0K,01,02,03,04,05,06	636	N/A	N/A	413	64.94	Y	SW-SW					2006-2007	2015-2016	N
39B	Oxford Preparatory	39B000	Oxford Preparatory	Y	08,09,10,11	236	N/A	N/A	59	25.00	N	Not Title I						2015-2016	N
070	Beaufort County	070338	P S Jones Middle	N	06,07,08	867	424	1.6	678	78.20	N	SW						2015-2016	N
700	Pasquotank County	700320	P W Moore Elementary	N	0K,01,02,03,04,05	375	N/A	N/A	340	90.67	Y	SW-SW					2006-2007	2015-2016	N
740	Pitt County	740376	Pactolus	N	PK,0K,01,02,03,04,05,06,07,08	589	369	1.6	589	100.00	Y	SW-SW					2002-2003	2015-2016	Y
410	Guilford County	410508	Page High	N	09,10,11,12	2022	N/A	N/A	676	33.43	N	Not Title I						2015-2016	N
620	Montgomery County	620330	Page Street Elementary	N	03,04,05	239	N/A	N/A	144	60.25	Y	SW-SW					2003-2004	2015-2016	N
340	Forsyth County	340480	Paisley IB Magnet School	N	06,07,08,09,10	786	341	1.6	546	69.47	Y	SW-SW					2014-2015	2015-2016	N
600	Mecklenburg County	600493	Palisades Park Elementary	N	0K,01,02,03,04,05	696	N/A	N/A	163	23.42	N	Not Title I						2015-2016	N
690	Pamlico County	690320	Pamlico County High	N	09,10,11,12	479	159	1.6	254	53.03	N	SW						2015-2016	N
690	Pamlico County	690316	Pamlico County Middle	N	06,07,08	259	120	1.6	192	74.13	N	SW						2015-2016	Y
690	Pamlico County	690324	Pamlico County Primary	N	PK,0K,01,02	333	194	1.6	310	93.09	Y	SW-SW					2005-2006	2015-2016	Y
920	Wake County	920526	Panther Creek High	N	09,10,11,12	2897	N/A	N/A	354	12.22	N	Not Title I						2015-2016	N
600	Mecklenburg County	600492	Park Road Montessori	N	PK,0K,01,02,03,04,05,06	505	N/A	N/A	33	6.53	N	Not Title I						2015-2016	N
491	Mooresville City	491316	Park View Elementary	N	PK,0K,01,02,03	675	N/A	N/A	340	50.37	Y	SW-SW					2005-2006	2015-2016	N
340	Forsyth County	340486	Parkland High	N	09,10,11,12	1305	625	1.6	1000	76.63	Y	SW-SW					2012-2013	2015-2016	N
600	Mecklenburg County	600409	Parkside Elementary	N	PK,0K,01,02,03,04,05	421	N/A	N/A	81	19.24	N	Not Title I						2015-2016	Y
780	Robeson County	780360	Parkton Elementary	N	PK,0K,01,02,03,04,05,06,07,08	678	406	1.6	650	95.87	Y	SW-SW					2002-2003	2015-2016	Y
410	Guilford County	410511	Parkview Village Elementary	N	PK,0K,01,02,03,04,05	390	N/A	N/A	321	82.31	Y	SW-SW					2006-2007	2015-2016	Y
950	Watauga County	950328	Parkway Elementary	N	PK,0K,01,02,03,04,05,06,07,08	515	N/A	N/A	200	38.83	N	TAS						2015-2016	N
320	Durham Public	320362	Parkwood Elementary	N	PK,0K,01,02,03,04,05	583	N/A	N/A	409	70.15	Y	SW-SW					2005-2006	2015-2016	N
670	Onslow County	670338	Parkwood Elementary	N	0K,01,02,03,04,05	561	N/A	N/A	225	40.11	Y	SW-SW					2013-2014	2015-2016	N
900	Union County	900344	Parkwood High	N	09,10,11,12	987	N/A	N/A	375	37.99	N	TAS						2015-2016	N
900	Union County	900346	Parkwood Middle	N	06,07,08	964	N/A	N/A	406	42.12	N	SW						2015-2016	N
680	Orange County	680335	Partnership Academy	N	09,10,11,12	47	N/A	N/A	24	51.06	Y	SW-SW					2009-2010	2015-2016	N
920	Wake County	920525	Partnership Elementary	N	0K,01,02,03,04,05	296	N/A	N/A	106	35.81	N	TAS						2015-2016	N
700	Pasquotank County	700319	Pasquotank County High	N	09,10,11,12	743	N/A	N/A	432	58.14	N	SW						2015-2016	N
700	Pasquotank County	700318	Pasquotank Elementary	N	0K,01,02,03,04,05	354	N/A	N/A	268	75.71	Y	SW-SW					2006-2007	2015-2016	N
680	Orange County	680336	Pathways Elementary	N	PK,0K,01,02,03,04,05	420	N/A	N/A	179	42.62	N	SW						2015-2016	N
130	Cabarrus County	130345	Patriots Elementary	N	0K,01,02,03,04,05	891	N/A	N/A	292	32.77	N	Not Title I						2015-2016	N
09A	Paul R Brown Leadership Academy	09A000	Paul R Brown Leadership Academy	Y	06,07,08,09,10,11,12	93	93	1.6	93	100.00	Y	SW-SW					2014-2015	2015-2016	Y
260	Cumberland County	260413	Pauline Jones Middle	N	05,06,07,08	126	73	1.6	117	92.86	N	SW						2015-2016	Y
93J	PAVE Southeast Raleigh Charter	93J000	PAVE Southeast Raleigh Charter	Y	0K,01	123	N/A	N/A	95	77.24	Y	SW-SW					2015-2016	2015-2016	N
600	Mecklenburg County	600494	Paw Creek Elementary	N	PK,0K,01,02,03,04,05	602	N/A	N/A	336	55.81	Y	SW-SW					2010-2011	2015-2016	Y
040	Anson County	040328	Peachland-Polkton Elem	N	0K,01,02,03,04,05,06	541	350	1.6	541	100.00	Y	SW-SW					2009-2010	2015-2016	Y
200	Cherokee County	200332	Peachtree Elementary	N	PK,0K,01,02,03,04,05	159	94	1.6	150	94.34	Y	SW-SW					2006-2007	2015-2016	Y
320	Durham Public	320364	Pearsontown Elementary	N	PK,0K,01,02,03,04,05	832	N/A	N/A	284	34.13	N	Not Title I						2015-2016	N
410	Guilford County	410517	Peeler Open Elementary	N	0K,01,02,03,04,05	336	N/A	N/A	177	52.68	Y	SW-SW					2012-2013	2015-2016	Y
780	Robeson County	780364	Pembroke Elementary	N	PK,0K,01,02,03,04,05	803	464	1.6	742	92.40	Y	SW-SW					2004-2005	2015-2016	Y
780	Robeson County	780368	Pembroke Middle	N	06,07,08	694	381	1.6	610	87.90	Y	SW-SW					2005-2006	2015-2016	Y
710	Pender County	710327	Pender Early College High	N	09,10,11,12,13	204	N/A	N/A	104	50.98	N	SW						2015-2016	N
710	Pender County	710326	Pender High	N	PK,09,10,11,12	576	N/A	N/A	450	78.13	N	SW						2015-2016	N
710	Pender County	710328	Penderlea Elementary	N	0K,01,02,03,04,05,06,07,08	525	N/A	N/A	360	68.57	Y	SW-SW					2006-2007	2015-2016	N
410	Guilford County	410391	Penn-Griffin Schools	N	06,07,08,09,10,11,12	691	N/A	N/A	285	41.24	N	SW						2015-2016	N
920	Wake County	920530	Penny Road Elementary	N	0K,01,02,03,04,05	721	N/A	N/A	204	28.29	N	Not Title I						2015-2016	N
130	Cabarrus County	130333	Performance Learning Center	N	06,07,08,09,10,11,12	147	N/A	N/A	68	46.26	N	SW						2015-2016	N
600	Mecklenburg County	600498	Performance Learning Center	N	09,10,11,12	178	N/A	N/A	54	30.34	N	Not Title I						2015-2016	N
720	Perquimans County	720304	Perquimans Central	N	PK,0K,01,02	486	N/A	N/A	326	67.08	Y	SW-SW					2004-2005	2015-2016	N
720	Perquimans County	720316	Perquimans County High	N	09,10,11,12	514	N/A	N/A	285	55.45	N	SW						2015-2016	N
720	Perquimans County	720320	Perquimans County Middle	N	06,07,08	370	N/A	N/A	234	63.24	N	SW						2015-2016	N
190	Chatham County	190346	Perry W Harrison Elementary	N	PK,0K,01,02,03,04,05	596	N/A	N/A	147	24.66	N	Not Title I						2015-2016	N
730	Person County	730352	Person High	N	09,10,11,12	1273	N/A	N/A	608	47.76	N	SW						2015-2016	N
780	Robeson County	780374	Peterson Elementary	N	PK,0K,01,02,03,04	661	472	1.6	661	100.00	Y	SW-SW					2004-2005	2015-2016	Y
340	Forsyth County	340490	Petree Elementary	N	PK,0K,01,02,03,04,05	462	384	1.6	462	100.00	Y	SW-SW					2010-2011	2015-2016	Y
410	Guilford County	410589	Philip J Weaver Ed Center	N	09,10,11,12	265	N/A	N/A	26	9.81	N	Not Title I						2015-2016	N
600	Mecklenburg County	600496	Phillip O Berry Academy of Technology	N	09,10,11,12	1644	N/A	N/A	626	38.08	N	TAS						2015-2016	N
920	Wake County	920528	Phillips High	N	09,10,11,12	203	N/A	N/A	166	81.77	Y	SW-SW					2015-2016	2015-2016	N
681	Chapel Hill-Carrboro	681324	Phillips Middle	N	06,07,08	682	N/A	N/A	155	22.73	N	Not Title I						2015-2016	N
330	Edgecombe County	330332	Phillips Middle	N	06,07,08	156	N/A	N/A	102	65.38	Y	SW-SW					2001-2002	2015-2016	Y
